rm,Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
2,Michael Porter Jr.,23:20,4,9,0.444,2,6,0.333,0,0,,0,3,3,2,2,0,0,2,10,-14
3,Gary Harris,22:24,1,5,0.200,0,2,0.000,0,0,,0,1,1,2,1,0,2,2,2,-12
4,Paul Millsap,21:53,3,5,0.600,1,2,0.500,1,2,0.500,0,1,1,0,0,0,0,4,8,-10
6,Monte Morris,30:21,3,7,0.429,1,3,0.333,6,7,0.857,1,0,1,4,1,0,0,0,13,-5
7,Will Barton,28:33,4,10,0.400,1,4,0.250,6,9,0.667,1,4,5,3,1,0,1,3,15,0
8,PJ Dozier,19:07,3,5,0.600,1,2,0.500,0,0,,1,1,2,0,0,0,1,2,7,1
9,Isaiah Hartenstein,9:31,3,5,0.600,0,0,,0,0,,2,3,5,1,0,1,0,1,6,7
10,Bol Bol,5:29,0,1,0.000,0,1,0.000,0,0,,0,0,0,0,0,0,0,0,0,-2
11,Facundo Campazzo,3:11,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-7
12,Markus Howard,0:26,0,1,0.000,0,1,0.000,0,0,,0,0,0,0,0,0,0,0,0,0
13,Vlatko Čančar,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,Zeke Nnaji,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,R.J. Hampton,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
0,Trae Young,35:23,10,24,0.417,1,7,0.143,15,17,0.882,2,1,3,9,0,0,2,1,36,12
1,De'Andre Hunter,35:19,5,11,0.455,2,4,0.500,3,3,1.000,1,10,11,3,0,2,1,3,15,13
2,Cam Reddish,32:28,2,8,0.250,1,1,1.000,0,0,,1,2,3,2,1,1,3,3,5,0
3,Bogdan Bogdanović,32:13,2,10,0.200,1,9,0.111,2,2,1.000,1,8,9,2,1,0,1,0,7,0
4,John Collins,27:18,4,9,0.444,0,3,0.000,5,5,1.000,3,7,10,0,1,2,2,4,13,15
6,Kevin Huerter,26:36,8,12,0.667,4,5,0.800,1,1,1.000,0,2,2,4,1,0,3,5,21,14
7,Bruno Fernando,17:12,0,1,0.000,0,0,,0,0,,2,8,10,3,0,0,2,1,0,-1
8,Solomon Hill,12:58,2,5,0.400,1,2,0.500,1,1,1.000,1,1,2,0,0,0,0,2,6,3
9,Brandon Goodwin,11:58,1,4,0.250,1,2,0.500,2,4,0.500,1,0,1,0,0,0,0,0,5,-2
10,Nathan Knight,8:35,4,5,0.800,2,3,0.667,4,5,0.800,1,2,3,0,0,0,1,1,14,-4
11,Danilo Gallinari,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
12,Skylar Mays,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,Rajon Rondo,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
0,Kyle Anderson,36:26,8,15,0.533,2,6,0.333,2,2,1.000,1,13,14,1,0,2,0,2,20,1
1,Ja Morant,33:31,10,21,0.476,2,7,0.286,6,8,0.750,1,2,3,7,0,1,2,4,28,-2
2,Dillon Brooks,30:36,8,23,0.348,3,11,0.273,0,0,,0,2,2,2,2,0,2,6,19,7
3,Grayson Allen,29:28,2,6,0.333,1,5,0.200,5,5,1.000,3,1,4,2,0,0,0,0,10,-7
4,Jonas Valančiūnas,28:56,2,6,0.333,1,3,0.333,8,10,0.800,2,10,12,4,1,1,4,5,13,2
6,Desmond Bane,22:21,2,2,1.000,2,2,1.000,0,0,,0,1,1,0,0,0,0,4,6,2
7,Brandon Clarke,20:06,2,8,0.250,0,1,0.000,0,0,,1,2,3,1,0,0,0,4,4,-15
8,Tyus Jones,15:59,0,4,0.000,0,2,0.000,0,0,,0,1,1,3,0,1,0,0,0,-8
9,John Konchar,15:39,1,3,0.333,1,3,0.333,4,4,1.000,1,3,4,0,2,1,1,1,7,-16
10,Gorgui Dieng,6:58,2,5,0.400,1,3,0.333,0,0,,0,2,2,0,0,0,1,1,5,-14
11,Sean McDermott,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
12,Xavier Tillman Sr.,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
0,Luguentz Dort,34:34,5,12,0.417,1,4,0.250,4,4,1.000,2,3,5,2,1,1,0,3,15,16
1,Shai Gilgeous-Alexander,34:22,8,20,0.400,1,6,0.167,7,10,0.700,2,5,7,9,0,1,5,4,24,14
2,Darius Bazley,32:56,7,12,0.583,1,5,0.200,0,0,,1,9,10,1,1,2,1,1,15,9
3,Al Horford,28:33,1,5,0.200,0,2,0.000,1,1,1.000,0,13,13,3,0,1,1,0,3,3
4,George Hill,24:03,8,9,0.889,4,4,1.000,1,2,0.500,1,3,4,3,1,0,1,2,21,10
6,Théo Maledon,20:26,2,5,0.400,0,2,0.000,0,0,,0,0,0,2,2,0,4,2,4,-16
7,Hamidou Diallo,19:40,3,8,0.375,0,1,0.000,2,3,0.667,2,4,6,2,1,0,2,1,8,-9
8,Mike Muscala,18:10,5,8,0.625,2,4,0.500,2,2,1.000,0,2,2,1,2,0,0,3,14,2
9,Kenrich Williams,16:20,1,3,0.333,1,2,0.500,2,2,1.000,1,2,3,2,1,1,1,3,5,-6
10,Aleksej Pokusevski,10:56,0,6,0.000,0,6,0.000,0,0,,0,4,4,0,1,1,1,2,0,-13
11,Josh Hall,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
12,Isaiah Roby,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,Moses Brown,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,Darius Miller,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,Justin Jackson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
0,Gordon Hayward,34:41,5,13,0.385,0,5,0.000,2,3,0.667,0,5,5,7,2,0,3,3,12,-2
1,Devonte' Graham,33:50,4,16,0.250,3,7,0.429,3,5,0.600,1,2,3,10,1,0,2,2,14,14
2,Terry Rozier,31:18,5,15,0.333,2,7,0.286,7,9,0.778,1,2,3,2,2,1,0,2,19,-18
3,Bismack Biyombo,30:19,2,7,0.286,0,0,,1,2,0.500,3,6,9,4,0,2,0,2,5,-5
4,P.J. Washington,29:09,7,15,0.467,1,3,0.333,3,6,0.500,2,6,8,1,2,3,2,3,18,-7
6,Miles Bridges,23:07,5,8,0.625,4,4,1.000,0,0,,3,2,5,0,1,2,2,4,14,-4
7,Cody Martin,16:11,0,0,,0,0,,0,0,,1,2,3,1,0,0,0,1,0,3
8,Caleb Martin,15:23,4,8,0.500,1,2,0.500,1,1,1.000,0,1,1,0,2,0,1,1,10,7
9,LaMelo Ball,15:19,5,10,0.500,2,4,0.500,1,2,0.500,2,3,5,1,1,0,2,1,13,-11
10,Jalen McDaniels,10:43,0,1,0.000,0,0,,2,4,0.500,0,5,5,1,0,0,1,3,2,13
11,Vernon Carey Jr.,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
12,Malik Monk,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,Nick Richards,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
0,Collin Sexton,45:14,15,23,0.652,2,3,0.667,0,1,0.000,0,2,2,3,3,0,4,5,32,9
1,Darius Garland,43:59,9,14,0.643,3,3,1.000,0,0,,2,3,5,12,2,1,2,3,21,19
2,Andre Drummond,43:40,7,21,0.333,0,2,0.000,9,14,0.643,2,14,16,5,4,3,4,2,23,10
3,Isaac Okoro,41:38,0,4,0.000,0,3,0.000,0,0,,0,3,3,0,1,0,2,4,0,16
4,Kevin Love,37:32,4,12,0.333,3,8,0.375,4,5,0.800,1,8,9,3,0,0,3,1,15,14
6,Cedi Osman,25:56,7,12,0.583,4,7,0.571,4,6,0.667,0,4,4,0,1,0,0,1,22,-12
7,Larry Nance Jr.,24:30,0,3,0.000,0,2,0.000,0,0,,2,5,7,2,2,0,1,1,0,-2
8,JaVale McGee,14:19,4,7,0.571,1,1,1.000,2,4,0.500,0,2,2,0,0,0,2,6,11,-1
9,Dante Exum,13:09,2,3,0.667,0,1,0.000,0,0,,0,3,3,4,0,0,0,1,4,-8
10,Lamar Stevens,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
11,Marques Bolden,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
12,Damyean Dotson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,Dean Wade,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,Thon Maker,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
0,Collin Sexton,5:00,3,3,1.000,0,0,,0,0,,0,0,0,0,0,0,0,1,6,9
1,Darius Garland,5:00,1,2,0.500,1,1,1.000,0,0,,0,0,0,1,0,0,0,1,3,9
2,Andre Drummond,5:00,0,1,0.000,0,0,,0,0,,0,2,2,1,0,0,0,0,0,9
3,Isaac Okoro,3:54,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,7
4,Kevin Love,5:00,0,0,,0,0,,4,5,0.800,0,1,1,1,0,0,0,0,4,9
6,Cedi Osman,1:06,1,1,1.000,1,1,1.000,0,0,,0,1,1,0,0,0,0,0,3,2
7,Larry Nance Jr.,,,,,,,,,,,,,,,,,,,,
8,JaVale McGee,,,,,,,,,,,,,,,,,,,,
9,Dante Exum,,,,,,,,,,,,,,,,,,,,
10,Lamar Stevens,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
11,Marques Bolden,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
12,Damyean Dotson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,Dean Wade,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,Thon Maker,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
0,Nikola Vučević,31:05,8,20,0.400,2,7,0.286,4,4,1.000,3,14,17,3,2,0,3,1,22,5
1,Markelle Fultz,31:05,7,13,0.538,0,2,0.000,7,8,0.875,2,2,4,7,1,0,2,3,21,5
2,Aaron Gordon,29:39,6,12,0.500,1,2,0.500,2,4,0.500,1,8,9,3,0,0,0,3,15,16
3,Evan Fournier,28:57,4,8,0.500,1,5,0.200,4,5,0.800,1,4,5,0,2,0,2,4,13,-1
4,Dwayne Bacon,20:21,2,3,0.667,2,2,1.000,0,0,,0,1,1,1,1,0,1,1,6,-1
6,Terrence Ross,28:06,9,14,0.643,3,6,0.500,4,4,1.000,0,2,2,1,2,0,2,0,25,11
7,Michael Carter-Williams,18:36,3,4,0.750,1,2,0.500,1,2,0.500,2,1,3,2,0,0,3,3,8,11
8,Chuma Okeke,18:21,1,4,0.250,0,1,0.000,1,2,0.500,1,2,3,2,0,0,0,1,3,-6
9,Cole Anthony,16:55,4,11,0.364,1,4,0.250,0,0,,1,4,5,5,0,0,0,2,9,5
10,Khem Birch,16:55,4,6,0.667,0,0,,0,0,,0,5,5,1,0,0,0,3,8,5
11,Gary Clark,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
12,Jordan Bone,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,Mo Bamba,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,Karim Mané,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
0,Bradley Beal,37:14,14,24,0.583,2,5,0.400,9,13,0.692,2,5,7,5,2,0,4,2,39,-9
1,Russell Westbrook,35:59,6,19,0.316,0,4,0.000,3,4,0.750,2,13,15,12,2,0,5,3,15,2
2,Thomas Bryant,30:04,8,11,0.727,3,5,0.600,0,0,,0,5,5,1,0,0,0,2,19,-3
3,Isaac Bonga,20:00,4,5,0.800,2,3,0.667,0,0,,0,0,0,2,0,2,1,3,10,-2
4,Deni Avdija,14:40,2,2,1.000,1,1,1.000,0,1,0.000,0,3,3,2,0,0,0,4,5,-7
6,Ish Smith,22:19,4,9,0.444,0,1,0.000,0,3,0.000,0,4,4,3,0,0,1,1,8,-12
7,Dāvis Bertāns,19:46,3,11,0.273,2,10,0.200,1,3,0.333,1,0,1,1,1,0,0,1,9,-1
8,Jerome Robinson,19:39,0,3,0.000,0,2,0.000,0,0,,0,2,2,1,0,0,1,4,0,-5
9,Robin Lopez,17:56,1,2,0.500,0,0,,2,4,0.500,1,2,3,0,0,1,0,1,4,-7
10,Troy Brown Jr.,13:14,0,5,0.000,0,3,0.000,0,0,,1,2,3,1,0,0,1,2,0,3
11,Raul Neto,9:09,4,4,1.000,3,3,1.000,0,0,,0,0,0,0,0,0,1,2,11,-9
12,Anthony Gill,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,Moritz Wagner,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,Anžejs Pasečņiks,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
0,Ben Simmons,32:53,5,9,0.556,0,0,,5,8,0.625,1,8,9,6,1,2,3,4,15,22
1,Joel Embiid,30:39,10,20,0.500,2,4,0.500,5,7,0.714,4,6,10,2,1,1,1,3,27,18
2,Tobias Harris,30:10,7,14,0.500,2,5,0.400,1,2,0.500,2,3,5,2,0,2,0,2,17,32
3,Seth Curry,29:53,6,8,0.750,3,4,0.750,2,2,1.000,0,4,4,3,1,0,0,0,17,23
4,Danny Green,28:02,2,6,0.333,2,6,0.333,0,0,,1,4,5,3,4,0,1,2,6,19
6,Shake Milton,22:32,4,8,0.500,0,2,0.000,2,2,1.000,0,1,1,0,0,0,3,3,10,-4
7,Furkan Korkmaz,18:00,1,7,0.143,1,5,0.200,0,0,,0,3,3,1,0,0,3,1,3,-4
8,Mike Scott,16:46,1,5,0.200,1,5,0.200,0,0,,0,2,2,0,0,0,0,0,3,-8
9,Dwight Howard,15:24,4,7,0.571,0,0,,1,1,1.000,3,3,6,0,1,1,0,4,9,-1
10,Tyrese Maxey,8:49,1,4,0.250,0,0,,0,0,,1,1,2,3,0,0,1,0,2,2
11,Matisse Thybulle,6:52,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0,1
12,Terrance Ferguson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,Dakota Mathias,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,Isaiah Joe,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,Tony Bradley,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
0,RJ Barrett,37:04,2,15,0.133,0,6,0.000,6,8,0.750,1,5,6,4,0,0,4,0,10,-16
1,Julius Randle,34:35,11,15,0.733,2,2,1.000,1,2,0.500,3,4,7,3,1,0,4,4,25,-20
2,Reggie Bullock,27:23,2,7,0.286,1,4,0.250,1,2,0.500,0,3,3,2,0,0,0,4,6,-13
3,Mitchell Robinson,24:59,5,8,0.625,0,0,,1,2,0.500,5,4,9,0,1,2,0,3,11,-19
4,Elfrid Payton,18:14,0,6,0.000,0,3,0.000,0,0,,0,3,3,1,0,0,0,1,0,-15
6,Alec Burks,30:42,6,13,0.462,4,6,0.667,6,6,1.000,0,5,5,3,2,1,5,4,22,-4
7,Kevin Knox,28:33,3,6,0.500,1,3,0.333,0,0,,3,1,4,3,0,0,1,2,7,-9
8,Dennis Smith Jr.,17:38,1,5,0.200,0,2,0.000,2,2,1.000,0,2,2,2,1,0,1,4,4,1
9,Nerlens Noel,15:58,2,5,0.400,0,0,,0,1,0.000,1,3,4,1,1,1,1,1,4,1
10,Frank Ntilikina,2:27,0,1,0.000,0,1,0.000,0,0,,0,0,0,0,0,0,0,0,0,-3
11,Theo Pinson,2:27,0,2,0.000,0,2,0.000,0,0,,0,0,0,0,0,0,0,0,0,-3
12,Jared Harper,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,Ignas Brazdeikis,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
0,Domantas Sabonis,33:56,8,11,0.727,0,1,0.000,6,11,0.545,1,9,10,11,1,0,5,6,22,16
1,Malcolm Brogdon,28:52,8,14,0.571,1,4,0.250,1,1,1.000,0,2,2,6,1,0,1,1,18,8
2,T.J. Warren,26:59,10,16,0.625,0,2,0.000,3,4,0.750,2,4,6,3,0,0,0,3,23,9
3,Myles Turner,25:13,4,8,0.500,1,4,0.250,0,0,,0,5,5,1,2,4,1,4,9,15
